冮 	\nr\
诞生 	\vn\
诞生地 	\n\
弹 	\Ng/v\
弹拨乐器 	\n\
弹痕 	\n\
弹孔 	\n\
弹跳 	\v\
弹头 	\n\
弹性 	\n\
弹药 	\n\
弹奏 	\v\
蛋 	\n\
蛋白 	\n\
蛋白质 	\n\
蛋蛋 	\n\
蛋糕 	\n\
蛋鸡 	\n\
当 	\Ng/Vg/p/v\
当班 	\vn\
当兵 	\v\
当场 	\d\
当成 	\v\
当初 	\t\
当代 	\nz/t\
当代人 	\n\
当地 	\s\
当地人 	\n\
当儿 	\n\
当官 	\v\
当河 	\nz\
当红 	\vn\
当机立断 	\i\
当即 	\d\
当家 	\vn\
当家做主 	\l\
当家作主 	\l\
当今 	\t/v\
当局 	\n\
当空 	\v\
当量 	\n\
当面 	\d\
当年 	\t\
当铺 	\n\
当前 	\t\
当然 	\b/d\
当仁不让 	\i\
当日 	\t\
当时 	\t\
当事人 	\n\
当天 	\t\
当庭 	\d\
当头 	\v\
当晚 	\t\
当务之急 	\i\
当下 	\d/t\
当心 	\vd\
当雄 	\ns\
当选 	\vn\
当阳 	\ns\
当阳市 	\ns\
当月 	\t\
当之无愧 	\i\
当中 	\f\
当众 	\d\
当着 	\p\
当做 	\v\
当作 	\v\
挡 	\v\
挡风墙 	\n\
挡火墙 	\n\
挡箭牌 	\n\
挡路 	\v\
挡墙 	\n\
党办 	\j\
党报 	\n\
党代表 	\n\
党代表大会 	\n\
党代会 	\j\
党恩 	\n\
党法 	\n\
党费 	\n\
党风 	\n\
党规 	\n\
党魂 	\n\
党籍 	\n\
党际 	\n\
党纪 	\n\
党纪国法 	\l\
党纪政纪 	\l\
党建 	\j\
党刊 	\n\
党课 	\n\
党龄 	\n\
党内 	\s\
党派 	\n\
党旗 	\n\
党群 	\j\
党群关系 	\l\
党史 	\n\
党首 	\n\
党团 	\n\
党外 	\s\
党外人士 	\n\
党委 	\n\
党委会 	\n\
党委书记 	\n\
党务 	\n\
党小组长 	\n\
党校 	\n\
党心 	\n\
党性 	\n\
党员 	\n\
党章 	\n\
党政 	\j/n\
党政工 	\j\
党政机关 	\n\
党政纪 	\j\
党政军 	\j\
党政军民 	\j\
党支 	\j\
党支部 	\n\
党总支 	\n\
党组 	\n\
党组织 	\n\
荡 	\v\
荡涤 	\v\
荡魂摄魄 	\i\
荡气回肠 	\i\
荡然无存 	\l\
荡人心魄 	\l\
荡漾 	\v\
档 	\Ng/q\
档案 	\n\
档案馆 	\n\
档案局 	\n\
档次 	\n\
档子 	\q\
刀 	\nr/q\
刀疤 	\n\
刀法 	\n\
刀光剑影 	\i\
刀光血影 	\l\
刀片 	\n\
刀枪 	\n\
刀枪不入 	\i\
刀刃 	\n\
刀术 	\n\
刀子 	\n\
捣蛋 	\v\
捣乱 	\v\
蹈 	\Vg\
蹈袭 	\v\
倒 	\d/v\
倒闭 	\vn\
倒闭年 	\n\
倒车 	\vn\
倒车镜 	\n\
倒掉 	\v\
倒飞通场 	\nz\
倒伏 	\v\
倒灌 	\v\
倒计时 	\l\
倒计时钟 	\n\
倒扣 	\v\
倒立 	\v\
倒流 	\v\
倒卖 	\v\
倒霉 	\a\
倒票 	\v\
倒是 	\d\
倒手 	\v\
倒数 	\v\
倒水 	\v\
倒塌 	\vn\
倒腾 	\v\
倒梯形 	\n\
倒退 	\v\
倒下 	\v\
倒行逆施 	\i\
倒影 	\n\
倒映 	\v\
倒映成趣 	\l\
岛 	\n\
岛国 	\n\
岛内 	\s\
岛屿 	\n\
祷告声 	\n\
导 	\j/v\
导出 	\v\
导弹 	\n\
导电 	\v\
导读 	\v\
导航 	\vn\
导尿管 	\n\
导入 	\v\
导师 	\n\
导线 	\n\
导向 	\n\
导向管 	\n\
导向型 	\n\
导向性 	\n\
导演 	\n/v\
导游 	\n/v\
导致 	\vn\
到 	\p/v\
到场 	\v\
到处 	\d\
到达 	\vn\
到底 	\d/v\
到访 	\v\
到会 	\v\
到货 	\vn\
到来 	\vn\
到来之际 	\l\
到期 	\vn\
到任 	\v\
到时 	\d\
到手 	\v\
到头 	\v\
到头来 	\d\
到位 	\v\
到位关 	\n\
稻 	\Ng\
稻草 	\n\
稻谷 	\n\
稻米 	\n\
稻种 	\n\
稻子 	\n\
悼词 	\n\
道 	\Ng/j/nr/q/v\
道—琼斯 	\nz\
道—琼斯指数	\nz\
道班 	\n\
道班长 	\n\
道别 	\v\
道不明 	\l\
道场 	\n\
道道儿 	\n\
道德 	\a/n\
道教 	\nz\
道具 	\n\
道具车 	\n\
道口 	\n\
道理 	\n\
道里区 	\ns\
道路 	\n\
道破 	\v\
道奇 	\nz\
道歉 	\vn\
道歉不迭 	\l\
道士 	\n\
道外区 	\ns\
道谢 	\v\
道义 	\n\
道指 	\j\
盗 	\Vg\
盗版 	\n/vn\
盗版者 	\n\
盗车 	\vn\
盗车人 	\n\
盗得 	\v\
盗割 	\v\
盗码者 	\n\
盗卖 	\vn\
盗卖案 	\n\
盗卖者 	\n\
盗窃 	\vn\
盗窃案 	\n\
盗窃罪 	\n\
盗印 	\vn\
盗用 	\v\
盗贼 	\n\
盗走 	\v\
德 	\j/nr\
德安 	\n\
德昂族 	\nz\
德班 	\ns\
德班港 	\ns\
德宝 	\nz\
德彪 	\nz\
德才兼备 	\i\
德高望重 	\i\
德国 	\ns\
德黑兰 	\ns\
德华 	\nr/nz\
德江 	\nr/ns\
德雷克 	\nr/ns\
德雷克海峡	\ns\
德钦 	\ns\
德钦地区	\ns\
德清县 	\ns\
德士古 	\nz\
德瓦鲁吉 	\nz\
德西尔吉 	\nr/ns\
德行 	\n\
德选 	\n\
德阳市 	\ns\
德艺双馨 	\l\
德意志 	\ns\
德育 	\n\
德育课 	\n\
德政 	\n\
德州 	\ns\
得 	\nr/u/vn\
得不偿失 	\i\
得不到 	\v\
得逞 	\v\
得出 	\v\
得寸进尺 	\i\
得当 	\a\
得到 	\v\
得分 	\n/v\
得分率 	\n\
得奖 	\v\
得救 	\v\
得克萨斯 	\ns\
得克萨斯州 	\ns\
得利 	\v\
得利于 	\v\
得力 	\a\
得了 	\v\
得人心 	\a\
得胜河 	\ns\
得失 	\n\
得手 	\a/vn\
得体 	\a\
得天独厚 	\i\
得闲 	\v\
得心应手 	\i\
得以 	\d/v\
得意 	\a\
得意门生 	\n\
得意之笔 	\l\
得益 	\v\
得知 	\v\
得州 	\ns\
得主 	\n\
得罪 	\v\
的 	\a/n/r/u/y\
的话 	\u\
的黎波里 	\ns\
的确 	\d\
的值机员 	\n\
蹬 	\v\
蹬立 	\v\
灯 	\n\
灯草 	\n\
灯管 	\n\
灯光 	\n\
灯光师 	\n\
灯红酒绿 	\i\
灯会 	\n\
灯火 	\n\
灯火辉煌 	\i\
灯节 	\t\
灯颈 	\n\
灯具 	\n\
灯笼 	\n\
灯谜 	\n\
灯谜队 	\n\
灯泡 	\n\
灯泡厂 	\n\
灯饰 	\n\
灯市 	\n\
灯塔 	\n\
灯箱 	\n\
灯盏 	\n\
灯展 	\n\
登 	\nr/v\
登场 	\v\
登杆塔 	\n\
登高 	\vn\
登高望远 	\i\
登机 	\vn\
登机口 	\n\
登机牌 	\n\
登记 	\vn\
登记本 	\n\
登记表 	\n\
登记簿 	\n\
登记册 	\n\
登记卡 	\n\
登记率 	\n\
登记牌 	\n\
登记在册 	\l\
登记证 	\n\
登录 	\vn\
登陆 	\vn\
登门 	\v\
登攀 	\v\
登山 	\vn\
登山队 	\n\
登山者 	\n\
登上 	\v\
登台 	\v\
登堂入室 	\i\
登月 	\vn\
登载 	\v\
等 	\a/c/n/q/u/vn\
等待 	\vn\
等到 	\v\
等等 	\u\
等号 	\n\
等候 	\vn\
等级 	\n\
等级分 	\n\
等级观 	\n\
等价 	\vn\
等价交换 	\l\
等价物 	\n\
等离子 	\n\
等量齐观 	\i\
等米下锅 	\i/l\
等同 	\v\
等温线 	\n\
等闲 	\z\
等因奉此 	\i\
等于 	\v\
等值 	\vn\
瞪 	\v\
凳 	\Ng\
凳子 	\n\
邓家湾村 	\ns\
邓小平理论 	\n\
邓州 	\ns\
堤 	\n\
堤坝 	\n\
堤坝路 	\n\
堤防 	\n\
堤堰 	\n\
低 	\ad/an/v\
低矮 	\a\
低产 	\b\
低潮 	\n\
低沉 	\a\
低档 	\b\
低点 	\n\
低调 	\n\
低毒 	\b\
低分子化 	\vn\
低高型 	\n\
低估 	\v\
低谷 	\n\
低级 	\a\
低价 	\n\
低贱 	\a\
低空 	\s\
低廉 	\a\
低劣 	\a\
低龄化 	\v\
低落 	\an\
低迷 	\a/v\
低收入 	\n\
低收入者 	\n\
低速 	\d\
低头 	\v\
低头不见抬头见 	\l\
低洼 	\an\
低微 	\an\
低温 	\n\
低息 	\n\
低下 	\a/v\
低效 	\n\
低压 	\n\
低幼 	\b\
低于 	\v\
低者 	\n\
低职高挂 	\l\
滴 	\q/v\
滴鼻剂 	\n\
滴翠 	\v\
滴灌 	\vn\
滴溜溜 	\z\
滴露 	\n\
滴水 	\v\
滴水成冰 	\i\
滴丸 	\n\
滴香流蜜 	\n\
迪波盖斯通 	\nz\
迪庆 	\ns\
迪庆藏族自治州	\ns\
迪庆机场	\ns\
迪斯尼 	\nr/nz\
迪斯尼乐园	\ns\
敌 	\Ng/Vg\
敌对 	\an\
敌方 	\n\
敌分我袭 	\l\
敌国 	\n\
敌害 	\n\
敌后 	\s\
敌击我隐 	\l\
敌进我伏 	\l\
敌军 	\n\
敌强我弱 	\l\
敌人 	\n\
敌视 	\vn\
敌围我散 	\l\
敌我 	\n\
敌意 	\n\
敌占区 	\n\
笛声 	\n\
笛音 	\n\
笛子 	\n\
笛箫埙 	\j\
狄波普维拉 	\nz\
涤荡 	\v\
涤浊扬清 	\l\
抵 	\v\
抵触 	\vn\
抵达 	\v\
抵挡 	\v\
抵近 	\v\
抵京 	\v\
抵抗 	\vn\
抵扣 	\v\
抵消 	\v\
抵押 	\vn\
抵押品 	\n\
抵押物 	\n\
抵御 	\v\
抵仗 	\v\
抵制 	\vn\
抵罪 	\v\
底 	\f/n\
底部 	\f\
底层 	\n\
底处 	\n\
底儿 	\n\
底谷 	\n\
底价 	\n\
底气 	\n\
底气十足 	\l\
底色 	\n\
底数 	\n\
底细 	\n\
底下 	\f\
底线 	\n\
底蕴 	\n\
底子 	\n\
底座 	\n\
地 	\j/nr/u\
地板 	\n\
地板砖 	\n\
地表 	\n\
地表水 	\n\
地步 	\n\
地层 	\n\
地产 	\j/n\
地处 	\v\
地磁 	\n\
地带 	\n\
地道 	\a\
地地道道 	\l\
地点 	\n\
地动山摇 	\i\
地段 	\n\
地方 	\b/n\
地方级 	\b\
地方军 	\n\
地方矿 	\n\
地方戏 	\n\
地方性 	\n\
地花鼓 	\n\
地基 	\n\
地级 	\b\
地价 	\n\
地脚棉 	\n\
地勘 	\j\
地壳 	\n\
地库 	\n\
地块 	\n\
地矿 	\n\
地矿部 	\j/nt\
地矿厅 	\n\
地拉那 	\ns\
地雷 	\n\
地雷战 	\n\
地理 	\n\
地理学 	\n\
地利 	\n\
地锚 	\n\
地貌 	\n\
地面 	\n\
地面站 	\n\
地名 	\n\
地膜 	\n\
地膜棉 	\n\
地盘 	\n\
地皮 	\n\
地平线 	\n\
地球 	\n\
地球村 	\n\
地区 	\n\
地区差价 	\n\
地区性 	\n\
地上 	\s\
地势 	\n\
地税 	\j\
地税局 	\j\
地摊 	\n\
地坛 	\ns\
地毯 	\n\
地铁 	\n\
地铁站 	\n\
地厅级 	\b\
地头 	\s\
地图 	\n\
地图板 	\n\
地委 	\n\
地位 	\n\
地下 	\n/s\
地下道 	\n\
地下室 	\n\
地下水 	\n\
地县 	\n\
地心 	\n\
地形 	\n\
地形区 	\s\
地应力 	\n\
地域 	\n\
地域性 	\n\
地狱 	\n\
地缘 	\n\
地缘文化 	\n\
地缘政治学 	\n\
地震 	\n/vn\
地震局 	\n\
地震烈度 	\l\
地支 	\n\
地直 	\j\
地址 	\n\
地质 	\n\
地质带 	\n\
地质队 	\n\
地质局 	\n\
地质学 	\n\
地质学家 	\n\
地中海 	\ns\
地中海地区	\ns\
地主 	\n\
地主阶级 	\n\
地租 	\n\
蒂穆尔 	\nz\
蒂亚拉 	\nz\
第 	\m\
第一版 	\n\
第一产业 	\l\
第一流 	\b\
第一手 	\b\
第一线 	\n\
第一性 	\n\
帝国 	\nz\
帝国主义 	\n\
帝王 	\n\
帝王大厦	\ns\
帝王将相 	\i\
帝制 	\n\
弟 	\n\
弟弟 	\n\
弟妹 	\n\
弟媳 	\n\
弟兄 	\n\
弟子 	\n\
递 	\v\
递给 	\v\
递减 	\vn\
递交 	\v\
递进 	\v\
递水 	\v\
递送 	\v\
递增 	\vn\
缔结 	\v\
缔约 	\v\
缔约国 	\n\
缔造 	\vn\
颠 	\v\
颠儿 	\v\
颠来倒去 	\i\
颠簸 	\vn\
掂 	\v\
掂量 	\v\
滇 	\j\
滇北 	\ns\
滇东 	\ns\
滇东地区	\ns\
滇东南 	\ns\
碘 	\n\
点 	\n/q/v\
点播 	\v\
点钞机 	\n\
点灯 	\v\
点滴 	\n\
点点 	\q/v\
点点滴滴 	\l/m\
点点头 	\v\
点儿 	\q\
点火 	\vn\
点击数 	\n\
点将 	\v\
点金术 	\n\
点名 	\v\
点评 	\v\
点球 	\n\
点燃 	\v\
点染 	\v\
点石成金 	\i\
点数 	\n\
点题 	\v\
点头 	\v\
点心店 	\n\
点阵 	\n\
点缀 	\v\
点子 	\n\
典 	\Ng\
典范 	\n\
典籍 	\n\
典礼 	\n\
典型 	\a/n\
典章 	\n\
垫 	\v\
垫付 	\v\
垫款 	\n\
垫支 	\v\
垫子 	\n\
电 	\n\
电报 	\n\
电报局 	\n\
电泵 	\n\
电表 	\n\
电冰箱 	\n\
电厂 	\n\
电池 	\n\
电池厂 	\n\
电池组 	\n\
电传 	\n\
电吹风 	\n\
电大 	\j\
电灯 	\n\
电动 	\b/vn\
电动力学 	\n\
电饭煲 	\n\
电费 	\n\
电杆 	\n\
电告 	\v\
电工 	\n\
电管局 	\j\
电管员 	\n\
电管站 	\n\
电话 	\n\
电话簿 	\n\
电话费 	\n\
电话会议 	\n\
电话机 	\n\
电话局 	\n\
电话铃 	\n\
电话亭 	\n\
电话网 	\n\
电话线 	\n\
电话拥有者 	\n\
电击 	\v\
电机 	\n\
电机厂 	\n\
电机系 	\n\
电价 	\n\
电建 	\j\
电镜 	\n\
电抗器 	\n\
电烤箱 	\n\
电缆 	\n\
电缆厂 	\n\
电缆沟 	\n\
电缆井 	\n\
电缆桥 	\n\
电力 	\n\
电力局 	\n\
电力线 	\n\
电量 	\n\
电流 	\n\
电路 	\n\
电路板 	\n\
电码 	\n\
电脑 	\n\
电脑灯 	\n\
电脑房 	\n\
电脑业 	\n\
电能 	\n\
电暖气 	\n\
电瓶 	\n\
电瓶车 	\n\
电器 	\n\
电器道 	\ns\
电气 	\n\
电气焊 	\n\
电气化 	\vn\
电钳 	\n\
电潜泵 	\nz\
电热水壶 	\n\
电热水器 	\n\
电容器 	\n\
电闪 	\n/v\
电扇 	\n\
电声 	\n\
电视 	\n\
电视报 	\n\
电视电话 	\l\
电视电话会议 	\n\
电视机 	\n\
电视剧 	\n\
电视片 	\n\
电视屏 	\n\
电视塔 	\n\
电视台 	\n\
电视网 	\n\
电算 	\j\
电台 	\n\
电梯 	\n\
电网 	\n\
电位仪 	\n\
电慰 	\v\
电文 	\n\
电务段 	\j\
电线 	\n\
电线杆 	\n\
电信 	\n\
电信法 	\n\
电信号 	\n\
电信局 	\n\
电信网 	\n\
电信业 	\n\
电讯 	\n\
电讯报 	\n\
电讯社 	\n\
电压 	\n\
电业 	\n\
电业局 	\n\
电译通 	\nz\
电影 	\n\
电影家 	\n\
电影界 	\n\
电影局 	\n\
电影史 	\n\
电影室 	\n\
电影院 	\n\
电影周 	\n\
电源 	\n\
电源线 	\n\
电孕乡 	\ns\
电站 	\n\
电针 	\n\
电子 	\n\
电子秤 	\n\
电子化 	\vn\
电子学 	\n\
电子眼 	\n\
电子游戏机 	\n\
电阻器 	\n\
店 	\n\
店家 	\n\
店面 	\n\
店面间 	\n\
店名 	\n\
店铺 	\n\
店堂 	\n\
店员 	\n\
店主 	\n\
惦记 	\v\
惦念 	\v\
奠定 	\vn\
奠基 	\v\
奠基礼 	\n\
奠基人 	\n\
淀底 	\s\
淀粉 	\n\
淀粉厂 	\n\
淀区 	\n\
殿 	\Ng\
殿房 	\n\
殿军 	\n\
殿堂 	\n\
雕 	\Ng/v\
雕刻 	\n/vn\
雕饰 	\v\
雕塑 	\n\
雕塑感 	\n\
雕像 	\n\
雕琢 	\v\
凋 	\Vg\
凋零 	\v\
凋落 	\v\
凋谢 	\v\
刁 	\a\
刁钻 	\an\
掉 	\v\
掉队 	\v\
掉话 	\vn\
掉话率 	\n\
掉泪 	\v\
掉落 	\v\
掉头 	\v\
掉以轻心 	\i\
吊 	\v\
吊车 	\n\
吊灯 	\n\
吊柜 	\n\
吊脚楼 	\n\
吊楼 	\n\
吊桥 	\n\
吊扇 	\n\
吊死 	\v\
吊销 	\v\
吊唁 	\v\
吊针 	\n\
吊装 	\vn\
钓竿 	\n\
钓公 	\n\
钓鱼 	\v\
钓鱼台 	\ns\
钓鱼台国宾馆	\ns\
钓鱼者 	\n\
调 	\n/v\
调兵遣将 	\i\
调拨 	\vn\
调拨价 	\n\
调查 	\n/vn\
调查队 	\n\
调查会 	\n\
调查局 	\n\
调查团 	\n\
调查网 	\n\
调查组 	\n\
调出 	\v\
调处 	\v\
调动 	\vn\
调度 	\n/vn\
调度室 	\n\
调防 	\v\
调幅 	\n\
调干 	\v\
调和 	\vn\
调合油 	\n\
调换 	\v\
调集 	\v\
调剂 	\vn\
调剂金 	\n\
调价 	\vn\
调减 	\v\
调节 	\vn\
调节费 	\n\
调节价 	\n\
调节器 	\n\
调解 	\vn\
调解率 	\n\
调解人 	\n\
调进 	\v\
调控 	\n/vn\
调离 	\v\
调理 	\v\
调料 	\n\
调令 	\n\
调流 	\j\
调配 	\vn\
调皮 	\a\
调频 	\vn\
调取 	\v\
调任 	\vn\
调入 	\v\
调色板 	\n\
调升 	\vn\
调试 	\vn\
调停人 	\n\
调委会 	\j\
调馅 	\v\
调销 	\v\
调性 	\n\
调压井 	\n\
调研 	\vn\
调研科 	\n\
调研室 	\n\
调研员 	\n\
调用 	\v\
调阅 	\v\
调运 	\vn\
调整 	\vn\
调整期 	\n\
调制解调器 	\n\
调资 	\vn\
调子 	\n\
调侃 	\v\
跌 	\vn\
跌倒 	\v\
跌幅 	\n\
跌价 	\vn\
跌进 	\v\
跌落 	\v\
跌破 	\v\
跌势 	\n\
跌宕 	\n\
跌宕起伏 	\l\
爹 	\n\
爹妈 	\n\
碟 	\Ng\
碟片 	\n\
蝶形 	\n\
蝶泳 	\n/vn\
迭 	\d\
迭部 	\ns\
迭部县 	\ns\
迭出 	\v\
迭起 	\v\
叠 	\q/v\
叠加 	\vn\
丁 	\Vg/nr\
丁丑 	\t\
丁丑年 	\t\
丁丁 	\nr/o\
丁家山 	\ns\
丁香 	\n\
盯 	\v\
盯上 	\v\
盯住 	\v\
叮 	\v\
叮当作响 	\l\
叮咬 	\v\
叮嘱 	\v\
叮咚 	\o\
叮咛 	\v\
钉 	\v\
钉住 	\l\
钉子 	\n\
钉子户 	\n\
顶 	\Ng/d/f/q/v\
顶部 	\f\
顶顶 	\q\
顶端 	\n\
顶多 	\d\
顶峰 	\n\
顶风 	\v\
顶风冒雪 	\l\
顶级 	\b\
顶尖 	\b\
顶尖级 	\b\
顶牛 	\v\
顶上 	\f/s\
顶天立地 	\i\
顶头上司 	\n\
顶效 	\ns\
顶效绿化养鸡场	\ns\
顶效镇 	\ns\
顶新 	\nz\
顶针 	\n\
顶住 	\v\
鼎城 	\ns\
鼎盛 	\z\
鼎盛期 	\n\
锭 	\Ng/q\
定 	\d/v\
定安县 	\ns\
定案 	\vn\
定编 	\vd/vn\
定补面 	\j\
定场诗 	\n\
定单 	\n\
定点 	\d/n/v\
定额 	\d/n\
定岗 	\vn\
定稿 	\vn\
定格 	\vn\
定购 	\vn\
定购粮 	\n\
定规 	\n\
定果 	\v\
定价 	\n/vn\
定居 	\v\
定居点 	\n\
定理 	\n\
定量 	\n/vn\
定量分析 	\l\
定律 	\n\
定名 	\v\
定期 	\b/d\
定人 	\v\
定时炸弹 	\l\
定式 	\n\
定势 	\n\
定为 	\v\
定位 	\n/vn\
定位仪 	\n\
定西 	\ns\
定息 	\n\
定下 	\v\
定向 	\b\
定心丸 	\n\
定型 	\vn\
定性 	\vn\
定性分析 	\l\
定义 	\n/v\
定于 	\v\
定员 	\vn\
定造 	\v\
定责 	\vn\
定职 	\vn\
定制 	\v\
定罪 	\v\
定做 	\v\
订 	\v\
订报 	\v\
订餐 	\v\
订单 	\n\
订购 	\v\
订户 	\n\
订婚 	\vn\
订货 	\vn\
订货人 	\n\
订机 	\n\
订金 	\n\
订数 	\n\
订阅 	\vn\
丢 	\v\
丢掉 	\v\
丢官 	\v\
丢弃 	\v\
丢人 	\a\
丢人现眼 	\l\
丢失 	\v\
东 	\f/j/nr\
东安 	\nz\
东安市场	\ns\
东半球 	\n\
东北 	\f/s\
东北部 	\f\
东北虎 	\n\
东北虎林园	\ns\
东北局 	\n\
东北亚 	\j\
东奔西走 	\i\
东部 	\f\
东城 	\ns\
东城区 	\ns\
东村 	\ns\
东大街	\ns\
东单 	\ns\
东道国 	\n\
东道主 	\n\
东渡 	\v\
东段 	\ns/s\
东方 	\f/ns/nz/s\
东方不亮西方亮 	\l\
东方红 	\nz\
东方红牌 	\nz\
东方红三号	\nz\
东方乐园	\nz\
东方明珠电视塔	\nz\
东方明珠塔	\nz\
东方人 	\n\
东方学家 	\n\
东非 	\ns/s\
东风 	\nz\
东风路 	\ns\
东风牌 	\nz\
东港市 	\ns\
东耿村 	\ns\
东海 	\nr/ns\
东海县 	\ns\
东汉 	\t\
东湖 	\ns\
东华 	\j/nr/nz\
东环路 	\n\
东计 	\nz\
东渐史 	\n\
东街 	\ns\
东街村 	\ns\
东进 	\vn\
东京 	\ns\
东京都 	\ns\
东京证券交易所	\ns\
东经 	\b\
东旧寨镇 	\ns\
东联 	\nz\
东陵 	\ns\
东麓 	\f\
东门外 	\s\
东盟 	\ns\
东南 	\f\
东南部 	\f\
东南极 	\ns\
东南角 	\f\
东南面 	\f\
东南亚 	\ns\
东南亚地区	\ns\
东南亚虎 	\n\
东欧 	\ns\
东平 	\nr/ns\
东平湖 	\ns\
东平县 	\ns\
东区 	\n/s\
东却村 	\ns\
东山 	\ns\
东升 	\nr/nz\
东斯拉沃尼亚 	\ns\
东斯拉沃尼亚地区	\ns\
东四 	\ns\
东滩 	\ns\
东滩矿 	\n\
东田 	\nz\
东亭区 	\ns\
东头 	\f\
东瓦窑 	\ns\
东吴 	\ns\
东西 	\f/n\
东西部 	\f\
东西方 	\j/s\
东西南北 	\l\
东西南北中 	\l\
东线 	\s\
东厢 	\n\
东乡县 	\ns\
东乡族 	\nz\
东亚 	\nr/ns/nz\
东亚地区	\ns\
东亚区 	\ns\
东洋 	\n\
东洋证券杯N	\nz\
东耶路撒冷 	\ns\
东营 	\ns\
东营村 	\ns\
东语系 	\j\
东寨港 	\ns\
东站 	\n\
东征军 	\n\
东正教 	\nz\
东直门 	\ns\
东中西部 	\j\
东莞 	\ns\
东瀛 	\n\
东瑁洲 	\ns\
东瓯 	\nz\
冬 	\Tg/nr\
冬奥会 	\j\
冬奥运会 	\j\
冬菜 	\n\
冬寒 	\n\
冬季 	\t\
冬季两项 	\n\
冬季圈 	\n\
冬麦区 	\s\
冬忙 	\n\
冬眠 	\v\
冬暖夏凉 	\l\
冬青 	\n\
冬去春来 	\l\
冬日 	\n/t\
冬桃 	\n\
冬天 	\t\
冬闲 	\n\
冬小麦 	\n\
冬雪 	\n\
冬汛 	\n\
冬训 	\vn\
冬夜 	\n\
冬衣 	\n\
冬泳 	\n/vn\
冬泳者 	\n\
冬雨 	\n\
冬运 	\j/v\
冬至 	\t\
冬装 	\n\
董家山村 	\ns\
董事 	\n\
董事长 	\n\
董事会 	\n\
董事局 	\n\
懂 	\v\
懂得 	\v\
懂事 	\a/v\
动 	\v\
动笔 	\v\
动词 	\n\
动荡 	\an/v\
动荡不安 	\l\
动感 	\b/n\
动工 	\v\
动画 	\b\
动画片 	\n\
动机 	\n\
动检站 	\j\
动静 	\n\
动力 	\n\
动力源 	\n\
动乱 	\vn\
动脉 	\n\
动脑筋 	\v\
动迁 	\vn\
动情 	\a/v\
动人 	\a\
动人心魄 	\l\
动人心弦 	\i\
动容 	\v\
动身 	\v\
动手 	\vn\
动手动脚 	\l\
动手术 	\v\
动态 	\n\
动态平衡 	\n\
动听 	\a\
动武 	\v\
动物 	\n\
动物界 	\n\
动物区 	\n\
动物群 	\n\
动物性 	\n\
动物园 	\n\
动向 	\n\
动心 	\v\
动摇 	\a/v\
动因 	\n\
动用 	\v\
动员 	\vn\
动员会 	\n\
动真格 	\l\
动真格的 	\l\
动植物 	\j\
动作 	\n\
动辄 	\d/v\
栋 	\nr/q\
栋梁 	\n\
栋梁材 	\n\
栋梁之材 	\l\
侗族 	\nz\
冻 	\v\
冻结 	\vn\
冻裂 	\v\
冻融 	\v\
冻伤 	\vn\
冻死 	\vn\
冻雨 	\n\
冻猪肉 	\n\
洞 	\n\
洞井镇 	\ns\
洞开 	\v\
洞口 	\n\
洞庭湖 	\ns\
洞箫 	\n\
兜 	\q/v\
兜儿 	\q\
兜里 	\s\
兜圈子 	\v\
兜售 	\v\
抖 	\v\
抖动 	\vn\
抖落 	\v\
斗 	\n/q/v\
斗车 	\n\
斗方 	\a\
斗鸡 	\v\
斗门 	\ns\
斗门县 	\ns\
斗牛舞 	\n\
斗殴 	\v\
斗士 	\n\
斗室 	\n\
斗争 	\vn\
斗争史 	\n\
斗志 	\n\
斗智 	\v\
斗转星移 	\i\
陡 	\a\
陡壁 	\n\
陡坡 	\n\
陡峭 	\a\
陡然 	\d\
豆 	\n\
豆腐 	\n\
豆腐块 	\n\
豆角 	\n\
豆油 	\n\
豆制品 	\n\
逗逗乐乐 	\l\
逗留 	\v\
逗人 	\a\
逗笑 	\v\
都 	\Ng/d/nr\
都会 	\n\
都江堰 	\ns\
都市 	\n\
都市人 	\n\
都市型 	\b\
都镇湾镇 	\ns\
督办 	\v\
督察 	\vn\
督促 	\v\
督导 	\vn\
督军 	\n\
督战 	\v\
毒 	\n\
毒虫 	\n\
毒贩 	\n\
毒副作用 	\n\
毒害 	\vn\
毒辣辣 	\z\
毒理 	\n\
毒瘤 	\n\
毒品 	\n\
毒品者 	\n\
毒气 	\n\
毒情 	\n\
毒性 	\n\
毒源 	\n\
毒资 	\n\
毒瘾 	\n\
独 	\a/d\
独霸 	\vn\
独辫 	\b\
独步清流 	\i\
独裁 	\ad\
独唱 	\vn\
独创 	\vn\
独创性 	\n\
独此一家 	\l\
独岛 	\ns\
独到 	\an\
独到之处 	\i\
独独 	\d\
独家 	\b/d\
独具 	\v\
独具慧眼 	\l\
独具匠心 	\i\
独具特色 	\l\
独具一格 	\l\
独立 	\ad/an/d/vd/vn\
独立党 	\n\
独立国家 	\n\
独立号 	\nz\
独立团 	\n\
独立型ＢＩＴＳ 	\n\
独立性 	\n\
独立营 	\n\
独立自主 	\l\
独联体 	\j/ns/nz\
独领风骚 	\i\
独龙族 	\nz\
独门独户 	\l\
独女户 	\j\
独山子 	\ns\
独生子 	\n\
独生子女 	\n\
独生子女户 	\n\
独生子女证 	\n\
独树一帜 	\i\
独特 	\a\
独舞 	\n\
独一无二 	\i\
独有 	\a/v\
独占 	\vn\
独占鳌头 	\i\
独资 	\b/d\
独自 	\d\
